PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType, ,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel
40,05/27/2025,7:50:36 PM,1,3,Roy Rolston,,Right,Kcl merchants 2025,Sammy Descarpentrie,,Right,Kcl groundsloths 2025,Stretch,2,Top,0,0,2,Fastball,,BallCalled,,,,,,,85.50062271996190,-2.965989488971860,-5.266224532184720,2049.3274137704900,213.90302715875300,1:15,5.623491680140790,2.0860082879035200,6.0000001920000000,-19.064732572228400,20.06865581374860,11.94707576154500,1.264031745435060,-1.8266271182446600,76.86107998926700,-6.5588326918159600,-3.012626281809350,0.4502412163377240,,,,,,,,,,,,-8.1884500320325,11.823702639498800,-1.662776593148880,50.00000000000000,5.369585441715870,11.026130819800600,-123.63016712505900,-7.021891578226790,-12.456627886636300,28.578717181430400,-14.187316633326900,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,890604f5-fef1-4e0d-9f30-4498a8300f20,85.74159927031620,5.625279643798050,2.091499592745600,-2.9880407622308500,-5.331043616332730,77.0571618844457,1.2633824239697400,-1.8309013652148900,-6.567087836156850,-3.077218791058540,0.4500539423723020,12.559016503845700,19.06714511048140,-4.016130360944860,85.55777945009490,2044.2950285854500,-143.529386998119,99.75443722895500,-0.8279446872923400,-0.07003731372238080,-0.5564192389475250,,,,,,,,,,,,,,,,,0.9946379889384740,0,,,medium,high,12.997998494914500,32.512708124653800,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
41,05/27/2025,7:50:52 PM,1,4,Roy Rolston,,Right,Kcl merchants 2025,Sammy Descarpentrie,,Right,Kcl groundsloths 2025,Stretch,2,Top,0,1,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,87.03348001592240,-1.6888498471444,-4.488209308214630,2170.0150409286500,214.2733105573540,1:15,5.660358760364960,2.357704307862040,6.0000001920000000,-17.5952238724109,20.074333336040100,12.129478144626800,2.6191994648280800,-0.8113721591897820,78.00895018156460,-5.017693650348260,-2.194065877505760,0.44174005414044400,,,,,,,,,,,,-8.055530606537480,11.418001455813200,-1.9984038019958300,50.000000000000000,5.512127271317670,9.51577626159742,-126.0919638634910,-4.282997366080670,-12.725278870377,30.13373274325040,-14.137093392241900,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,8aae87cb-646f-41df-b211-74043825460f,87.2800538337833,5.662609389297680,2.363342863347360,-1.7168641151140200,-4.5557444227609100,78.21124164152640,2.6181538891458100,-0.815842093908681,-5.032150458486920,-2.261764079805940,0.44155478739026000,12.7660879802891,19.105673605824400,-5.8664466985808400,57.55996176846350,2158.650332263500,-221.7972517306680,99.47628433670710,-0.8220329253515630,-0.10221000663467800,-0.560191917276295,,,,,,,,,,,,,,,,,0.9976137487954900,0,,,medium,high,38.196034408382800,-66.17151468748530,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
42,05/27/2025,7:51:21 PM,2,1,Roy Rolston,,Right,Kcl merchants 2025,Drew Wichtowski,,Right,Kcl groundsloths 2025,Stretch,2,Top,1,0,0,Fastball,,HitByPitch,,,,,,,86.75107505283940,-0.7492107782335840,-3.2303997501090700,2091.3155541477700,220.25062094977300,1:15,5.657569481271500,2.7876563584185900,6.0000001920000000,-19.444845503344800,18.388700549422800,13.804394519489500,3.339705900783000,0.932524204401103,77.65641785600740,-4.435204995251540,-0.6114150655560530,0.44270053493430800,,,,,,,,,,,,-8.559418394807020,10.200056920907700,-2.5322407967256100,50.00000000000000,5.585181411169690,6.672599401924300,-125.89871656311500,-2.259253043750410,-13.457150595562700,30.434417261201900,-16.13748077529160,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,23f35913-9e79-4c1e-b907-9d0d80da765c,86.9973067890429,5.658994604884730,2.7940667261322500,-0.7672557124848420,-3.3063231913538900,77.85439940502360,3.339340402701850,0.9275895821423950,-4.4396744516235,-0.6867996006773370,0.4425126282324220,14.517769227157100,17.255274984809500,-0.9408481709278160,70.82560620755120,2091.033603143450,-34.339737117385200,99.98651800758830,-0.7631225692932300,-0.01642016052970980,-0.6460451397259160,,,,,,,,,,,,,,,,,0.9969843058188670,0,,,medium,high,26.256954413204300,-50.742773546272900,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
43,05/27/2025,7:52:30 PM,3,1,Roy Rolston,,Right,Kcl merchants 2025,Adan Nieves,,Right,Kcl groundsloths 2025,Stretch,2,Top,1,0,0,Fastball,,BallCalled,,,,,,,83.67601921380080,-2.6180930451082500,-6.39534534795907,2001.858935021070,221.72822221123000,1:30,5.317648165686490,2.0609432017706400,6.0000001920000000,-22.585103040357800,18.38750343364440,14.404425675130300,0.9853745586708860,-2.707289628961890,75.24317055958790,-6.870487534666050,-3.6862075207621200,0.4607001129004430,,,,,,,,,,,,-9.875677249536450,10.7946994443776,-1.5462093849621500,50.00000000000000,5.089783521029370,13.103715239011800,-120.79031383031700,-6.240154244112550,-14.351461015262200,27.12456922080520,-16.487053713921600,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,e03c86bc-5727-4810-bba0-c728024e16e5,83.91017875818770,5.3182877783666500,2.067543625957020,-2.6263800758195900,-6.472507183558780,75.4295430469962,0.985643927573311,-2.7123350113840300,-6.864797647593890,-3.7625418293451400,0.4605127315959160,15.13618415290610,17.235257452819100,-2.00462241704952,82.30326142819980,2000.6338137483300,-70.02527408380980,99.93880081901330,-0.7458536830040330,-0.03498012415299030,-0.665190705334614,,,,,,,,,,,,,,,,,0.9973619570999800,0,,,medium,high,15.92706471462030,-56.87869898035570,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
44,05/27/2025,7:52:53 PM,3,2,Roy Rolston,,Right,Kcl merchants 2025,Adan Nieves,,Right,Kcl groundsloths 2025,Stretch,2,Top,1,1,0,Fastball,,InPlay,,GroundBall,Out,1,0,,82.77809446532610,-2.3208586653278100,-5.410307929983600,1901.3171416967900,220.29708721478400,1:15,5.660328106694290,2.4207949588107500,6.0000001920000000,-23.29117832416840,18.446099210534300,13.439740957906300,1.5515669822185600,-1.5025311419792900,74.42753012121550,-6.710874331560810,-2.874875225374180,0.4649792589892180,,,,,,,,,,,,-9.048105765615980,10.736853487990300,-1.9865894716039900,50.000000000000000,5.456810705888700,10.936990263484700,-119.72517953318300,-5.570879546303680,-12.904705544013100,26.86536609700850,-16.86079658908480,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,107f1f76-a50a-4727-92d8-344cfd93bcc3,83.01338236580280,5.660974898213900,2.4271744888703200,-2.3294891365206100,-5.485168733308080,74.61446020252160,1.5518712497327100,-1.5073896991848500,-6.704766136720180,-2.9485856044350400,0.46478542781932400,14.14737944603010,17.223537338944900,-6.775728063618870,83.3429212419064,1888.0375400194300,-224.3236964464780,99.30155777875630,-0.7573741827373560,-0.11798331352879200,-0.6422338242818490,,,,,,,,,,,,,,,,,0.9970960728528480,0,,,medium,high,14.991370882284300,70.63677546015100,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
45,05/27/2025,7:53:37 PM,4,1,Roy Rolston,,Right,Kcl merchants 2025,Ty Cribbett,,Left,Kcl groundsloths 2025,Stretch,2,Top,2,0,0,Fastball,,BallCalled,,,,,,,82.98421444527270,-3.3765908945054,-3.419463720120520,1974.353301664610,222.76441914089700,1:30,5.204629549553840,2.4403270184546600,6.0000001920000000,-23.59565092990430,17.814699379618000,14.672977998765400,0.09090130978398400,0.48126873748884800,74.78795409999400,-7.814291781912870,-0.6394381395043340,0.46315459239768200,,,,,,,,,,,,-9.064756886431210,10.750896488811700,-2.169979168776860,50.00000000000000,4.915089228746240,6.7433428081828000,-120.22960296922000,-7.814841646042710,-13.028243689349000,27.24559514989110,-16.722416289042500,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,ca9b33d3-c619-427f-906a-545cb5add7dc,83.2093053999405,5.2046452668534,2.4464897581910300,-3.377728924646440,-3.493491018578200,74.96933040545030,0.09164831296559230,0.47633126785555600,-7.802006078938610,-0.7141035344066570,0.46296670147337300,15.368393564886800,16.50734011562030,6.894817183365750,78.28255748302800,1960.0751832944100,237.0152645449840,99.27682049822790,-0.7288424238770570,0.12004703734896500,-0.6740752405931800,,,,,,,,,,,,,,,,,0.9969404260598270,0,,,medium,high,19.54569826527480,50.02786506660060,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
46,05/27/2025,7:54:00 PM,4,2,Roy Rolston,,Right,Kcl merchants 2025,Ty Cribbett,,Left,Kcl groundsloths 2025,Stretch,2,Top,2,1,0,Fastball,,BallCalled,,,,,,,82.71923603015970,-2.0974296647786500,-5.029814913864450,1882.4191718218400,225.27697145925100,1:30,5.259090089260800,2.6966090909867600,6.0000001920000000,-24.666335465355300,17.088973218008400,14.54113460151200,1.2458140709700900,-0.7783534372740830,74.36103698573770,-6.749600766212790,-2.282701089989250,0.4650796872552380,,,,,,,,,,,,-9.527018915365700,9.933943323792840,-2.294290686362800,50.0,5.0731933016955,10.10258490837050,-119.7259176934240,-5.1393760736887800,-13.579943467081600,26.98972309828130,-18.01407048438180,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,12840d8c-ee1d-48c7-9e3b-5c3356e80236,82.94817622128950,5.259214290434780,2.7033878472299300,-2.099890277838500,-5.111353400215,74.54639790257060,1.2465310376410100,-0.7838288354107600,-6.737425337511650,-2.3650173327134200,0.46489028268265400,15.310620664382700,15.789256994113800,-8.987815060116520,96.34413587625390,1859.3060509225600,-294.0798317552500,98.77215865386050,-0.695040255179088,-0.1562244138592330,-0.7017926874761010,,,,,,,,,,,,,,,,,0.9840310654902500,0,,,medium,high,3.2902777113715300,-63.02565201892830,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
47,05/27/2025,7:54:21 PM,4,3,Roy Rolston,,Right,Kcl merchants 2025,Ty Cribbett,,Left,Kcl groundsloths 2025,Stretch,2,Top,2,2,0,Slider,,BallCalled,,,,,,,76.2562983043171,-0.9574292778435480,-4.093894970870160,2108.6888855266700,105.45055846938000,9:30,5.747704401811290,2.8160073403252900,6.0000001920000000,-44.356526292716700,4.9343583851950800,-3.535787148619660,1.1591389653678400,-1.2899699932725200,68.78930161090200,-9.29327326991934,-4.763299434881280,0.5053064349792090,,,,,,,,,,,,0.46717924881368500,3.01126978895244,-2.4799334276209500,50.000000000000000,5.643932593582200,8.00712560580887,-110.51689945693800,-3.0686847912363900,0.5630628922920270,24.378768423088900,-28.544748239365600,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,6dc9d743-d617-4096-a6ce-db00506a5ac1,76.4641346490647,5.740397421530270,2.8197875897194900,-0.8715371900568380,-4.13944085973286,68.94289986165740,1.1659409989921000,-1.2926476191057500,-9.1910547536353,-4.803333591634140,0.5050981055969460,-3.102689598421760,2.224396974668500,-85.94174577011080,61.74249528511170,149.23333691597000,-2103.4015848374300,7.077067553220260,-0.018853785176000900,-0.9974926122456830,0.06821307279269500,,,,,,,,,,,,,,,,,0.990772286907216,0,,,medium,high,34.43175424339940,10.124080016243700,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
48,05/27/2025,7:54:41 PM,4,4,Roy Rolston,,Right,Kcl merchants 2025,Ty Cribbett,,Left,Kcl groundsloths 2025,Stretch,2,Top,2,3,0,Fastball,,BallCalled,Walk,,,,,,84.34177064976620,-2.7934793059146100,-3.531686111787380,2010.8382686409600,218.5893517299460,1:15,5.654858905570610,2.633107204873970,6.0000001920000000,-21.12853764767140,18.93414435128740,13.135110414892000,1.2909023624635200,0.4412097429114080,75.85773318420490,-6.777552018384560,-1.0434660518952700,0.455555749672581,,,,,,,,,,,,-8.27373658955693,11.165045485568500,-2.352690641460030,50.00000000000000,5.414446028821550,7.143842006343100,-122.24686245938800,-6.621234621324050,-12.29060953893760,28.223614482282800,-15.588409825507000,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,052fa932-9942-4668-875b-181c6b8c50eb,84.57608010566420,5.6560184364925400,2.639148405336890,-2.8084124318910600,-3.604282140969100,76.04810417920750,1.290757210091900,0.43645190195761600,-6.778507474563290,-1.1160994915297900,0.4553682649331980,13.818313356394000,17.784227182530300,-5.340780163011620,33.416259818342800,2002.108619102020,-187.167358127307,99.56587013112520,-0.7782430882037050,-0.09307926999708720,-0.6210265253271950,,,,,,,,,,,,,,,,,0.9965420990008290,0,,,medium,high,120.07463383650900,-13.466689764983100,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
49,05/27/2025,7:55:12 PM,5,1,Roy Rolston,,Right,Kcl merchants 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,Stretch,2,Top,2,0,0,Fastball,,StrikeCalled,,,,,,,85.74168110589310,-1.9359817938753700,-5.345928044108800,1981.8019919089200,221.92898836165700,1:30,5.286418353255490,2.7460269673934500,6.0000001920000000,-21.013569329907700,17.87933859219280,14.1417947505076,1.7274496946511300,-1.058430082638690,76.94772746504160,-5.904489911656960,-2.676513301089160,0.44885568502584700,,,,,,,,,,,,-9.41560630625438,10.30748909704300,-2.317515971819140,50.00000000000000,5.115779389955540,11.169965638469100,-124.05110945199900,-4.862654002674270,-14.409063250256800,28.963732680415800,-16.400103913274800,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,ab53143f-994f-4a2d-8bcf-8b85bb787ad3,85.98066272162920,5.287259563705170,2.752429839316670,-1.946957073614090,-5.421913702173650,77.14094444193090,1.7275175426295300,-1.0635090522095800,-5.902084305291530,-2.752708807094620,0.4486711106868900,14.858986901916900,16.751065727871100,-1.8566735446291000,84.36502733902420,1980.7615493653300,-64.20918695974860,99.94750017671590,-0.7435829813981530,-0.03239939571253570,-0.6678582401471860,,,,,,,,,,,,,,,,,0.9968840224627810,0,,,medium,high,14.07147539487810,-51.34023284264170,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
50,05/27/2025,7:55:29 PM,5,2,Roy Rolston,,Right,Kcl merchants 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,Stretch,2,Top,2,0,1,Fastball,,BallCalled,,,,,,,85.21630563857760,-3.3660167394101000,-5.336670536547280,2012.5187163020200,219.30951799032500,1:15,5.49958796602729,2.415989674127640,6.0000001920000000,-20.756227920630700,18.664180228155400,13.727703441948500,0.6243086095713400,-1.4142959097910600,76.69380745137100,-7.272374827230790,-2.7471792498997200,0.4518893235534320,,,,,,,,,,,,-9.1671795240686,11.192001004739100,-1.988007138878400,50.00000000000000,5.211841575489820,11.082047111769100,-123.16074223287100,-7.914506023760380,-13.845313699475100,28.273130353015500,-15.270620954695100,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,826ff312-efce-4164-8c2b-548c604e51d4,85.45009303939630,5.500458535696300,2.4219411622291100,-3.377179847275580,-5.407484024369370,76.88383752748030,0.6243392394258410,-1.419049911690380,-7.270484389311180,-2.818466747965600,0.45170630779253400,14.39598464097210,17.573311729599700,2.611645832635870,83.78785735330470,2010.4283709525200,91.70250124799740,99.8961328740662,-0.7729313253606190,0.04556603648213500,-0.6328514064103710,,,,,,,,,,,,,,,,,0.9970090373774610,0,,,medium,high,14.590928382025800,67.68925856986370,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
51,05/27/2025,7:55:55 PM,5,3,Roy Rolston,,Right,Kcl merchants 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,Stretch,2,Top,2,1,1,Fastball,,StrikeCalled,,,,,,,84.61891542669100,-1.6975827940508700,-6.289330159746700,1955.654252659970,224.33290294562100,1:30,5.141535008691780,3.159348251639040,6.0000001920000000,-22.620867123625000,17.413095105495300,14.760729582791600,1.668722099380230,-1.4794454623164700,75.93413797802090,-5.965877774161090,-3.510692620978490,0.45539243307401200,,,,,,,,,,,,-10.052790473262400,9.972847107552550,-2.653556792010440,50.00000000000000,4.989246633944280,13.021730303304500,-122.24258630214100,-4.335910516335570,-14.94787634567000,27.992616701657200,-17.345044070122600,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,e79c5f76-189c-4ffb-aed5-f4d0e9977654,84.85596878771980,5.142022155421790,3.1661898056238500,-1.7043119721735800,-6.36981188802162,76.12391633688130,1.669095908351730,-1.4847916308325800,-5.958745142561080,-3.5909480656514500,0.45520625767850600,15.52311150443990,16.235598060017100,-4.345709028689440,86.9637723154971,1950.0317469717800,-148.18819706455000,99.71250001473680,-0.7132350773732530,-0.07577423098331040,-0.6968170422164330,,,,,,,,,,,,,,,,,0.9960933535248650,0,,,medium,high,11.732604916052500,57.32924091593120,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
52,05/27/2025,7:56:13 PM,5,4,Roy Rolston,,Right,Kcl merchants 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,Stretch,2,Top,2,1,2,Slider,,Foul,,,,,,,80.62747155720560,-0.480688265583235,-4.064293682112030,2086.2596728451800,199.99443472153100,12:45,5.297629089074320,2.729790236620130,6.0000001920000000,-33.855900056863000,10.123581451389600,0.9795887790138870,2.0284184595175200,-0.9722545852300720,72.39630948526640,-6.87295085295635,-3.8788508564206100,0.4773056496326600,,,,,,,,,,,,-1.9372596660250200,5.64596437788499,-2.3987447038347400,50.0,5.238811536090510,8.276957237317480,-116.88827557369400,-1.967571269237710,-2.618448803621600,26.76552263889000,-24.542822378912600,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,4a64af6d-0a4e-4042-a4cc-eaf249d8096f,80.8651339516427,5.294240443778900,2.7340074738759800,-0.44176666083876700,-4.114834384108650,72.58401151921110,2.032082930511760,-0.975382625823292,-6.816560582727490,-3.9258127765598600,0.47709367944855100,1.4579933902740800,8.13748573224325,-72.54631001603090,24.870678375772500,625.741955192809,-1990.2076344069200,29.993483713340400,-0.2818565160511110,-0.9539596917447610,-0.10255637905938200,,,,,,,,,,,,,,,,,0.9955310440534360,0,,,medium,high,67.61638946180470,6.386520436691810,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
53,05/27/2025,7:56:35 PM,5,5,Roy Rolston,,Right,Kcl merchants 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,Stretch,2,Top,2,1,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,86.66853570277120,-1.1674236607856900,-4.282908528906900,2119.3575224932800,214.23792255932700,1:15,5.705509455698340,1.9259719201761300,6.0000001920000000,-18.07042562624500,19.899580420985700,12.163700446817000,3.1114554340469200,-1.0483249735763400,77.61677107401860,-4.589221205035560,-1.9806441193602400,0.4434981939374710,,,,,,,,,,,,-8.013890069086240,11.152841277966800,-1.5835087731070800,50.00000000000000,5.5996638183750100,9.026580860657870,-125.62108378149100,-3.1334601164915600,-12.557468749008800,30.050640205227600,-14.697960620046300,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,5c8067a2-9e81-44b9-a9fb-c7add688fecb,86.916803883512,5.707543083236040,1.9315142395978600,-1.192778461615450,-4.348830949164940,77.81954500143900,3.110596541130060,-1.0526981782563900,-4.600880037468770,-2.0466813443459100,0.4433084888053380,12.784116231242200,18.869873341124800,-0.8662596854242470,82.60103415495290,2119.1152986409400,-32.04152329064640,99.98857088293160,-0.826613879568153,-0.01511850782634900,-0.5625663737074870,,,,,,,,,,,,,,,,,0.997637321179456,0,,,medium,high,15.659069260542800,83.78763779042430,54.667001749344000,Josh Eisfelder,,Kcl merchants 2025,2022-11
54,05/27/2025,7:58:49 PM,1,1,Devan Tupper,,Right,Kcl groundsloths 2025,Josh Eisfelder,,Right,Kcl merchants 2025,Stretch,2,Bottom,0,0,0,Fastball,,InPlay,,GroundBall,Out,1,0,,83.5333768678551,-1.3135726476777900,-4.738517083488650,1766.9200003596600,226.43594992895600,1:30,5.5440770375140200,2.490891961923140,6.0000001920000000,-25.16155778243960,15.757833607695800,13.366052476472800,2.222052670543040,-0.8092862420329880,74.9687572790718,-6.067646207289930,-2.2108465761285100,0.4604008378137740,,,,,,,,,,,,-8.81320102978832,8.96085791752804,-2.111784948748850,50.000000000000000,5.422107046589110,9.62603488545224,-120.99649549380000,-3.5437296712584500,-12.815427133888200,27.819200856613,-19.14391203313360,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,729fb409-ef2a-4be2-a3bb-fdf0c751b1bb,83.77023970430340,5.544028553275950,2.4978413639845000,-1.3142121129562600,-4.8206427451816500,75.15791224418860,2.222917964639640,-0.8146954241672030,-6.053246161818530,-2.292298427620520,0.460207382551255,14.140077854606600,14.415371611992200,-20.25360558939140,94.77835921520690,1657.670545206860,-611.6654732977500,93.81695520280720,-0.6465536477270550,-0.3461760991857270,-0.6798018012357670,,,,,,,,,,,,,,,,,0.9952713718555100,0,,,medium,high,4.699476706313930,65.19520180022600,54.667001749344000,Drew Wichtowski,,Kcl groundsloths 2025,2022-11
55,05/27/2025,7:59:19 PM,2,1,Devan Tupper,,Right,Kcl groundsloths 2025,Brayden  Windy,,Right,Kcl merchants 2025,Stretch,2,Bottom,1,0,0,Slider,,BallCalled,,,,,,,77.55328877743670,0.046555993305252500,-5.027463977578200,2133.23657082961,330.45532292302800,5:00,5.179567793957920,2.2693089399278800,6.0000001920000000,-50.01584482200010,-2.2314479377786200,2.095196332920310,1.0550164754401200,-2.2406133008110300,69.85205184172100,-9.36600062735128,-4.631159593679400,0.49752462023809300,,,,,,,,,,,,-2.9204064046242200,-1.2251940038702000,-1.8599526861978600,50.00000000000000,5.154543010747970,9.817602333587460,-112.2631364015490,-1.3019476075411100,-3.63039175595916,25.2315299622733,-33.69710274875780,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,352e48eb-efcc-430b-a9e3-28cc89f5a06f,77.7451559145902,5.169666617737970,2.2763761121324800,0.16191316921864800,-5.111108865159670,69.98094517296650,1.0633763091657200,-2.245644100614870,-9.239773982224140,-4.707133487543500,0.49734710030434,2.890229882987650,-5.1473395529432300,-70.03120112927480,74.86714807953820,728.5181250316650,-2004.9836928576800,34.15083610479950,0.297102526832051,-0.9398787365050410,-0.16839848341270200,,,,,,,,,,,,,,,,,0.9937833295357520,0,,,medium,high,22.619566728415500,40.567939428408800,54.667001749344000,Drew Wichtowski,,Kcl groundsloths 2025,2022-11
56,05/27/2025,7:59:32 PM,2,2,Devan Tupper,,Right,Kcl groundsloths 2025,Brayden  Windy,,Right,Kcl merchants 2025,Stretch,2,Bottom,1,1,0,Fastball,,BallCalled,,,,,,,84.78124837257560,-2.372367627659380,-5.147528494692660,1800.843012001340,230.49313651655500,1:45,5.509664008369020,2.23366180271311,6.0000001920000000,-24.871488842104900,14.91640674944190,14.42767314246790,1.2219821114346300,-1.3610256614501500,76.22482677211070,-7.0604926609474700,-2.4222725187073400,0.4539907531292760,,,,,,,,,,,,-9.509457265422610,8.853408345675630,-1.8216113533678200,50.00000000000010,5.301100053446490,10.607977863022200,-122.66277435926500,-5.864283636188760,-14.224237731905200,28.38974354610190,-18.93112924559010,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,4e7542ca-ae51-467d-92e6-edc5d492f03f,85.01370237619340,5.509388370496030,2.2409595675827700,-2.3700763762080800,-5.233948522877470,76.40971699640540,1.222968807604780,-1.3667265482988300,-7.044313695298090,-2.5079847881196200,0.4538077732660500,15.243462266710100,13.629653929120900,-18.396152073752400,83.7409310382072,1708.8149048114000,-568.3196063558600,94.88972072653520,-0.603660552103545,-0.31558531341622300,-0.732120104757428,,,,,,,,,,,,,,,,,0.992852757335344,0,,,medium,high,14.633162065613500,-75.64631886493730,54.667001749344000,Drew Wichtowski,,Kcl groundsloths 2025,2022-11
57,05/27/2025,7:59:45 PM,2,3,Devan Tupper,,Right,Kcl groundsloths 2025,Brayden  Windy,,Right,Kcl merchants 2025,Stretch,2,Bottom,1,2,0,Fastball,,StrikeSwinging,,,,,,,84.66424007138760,-1.6689110843287800,-5.225560408945110,1754.895702360500,228.23991058400800,1:30,5.65151150689318,2.64288632365222,6.0000001920000000,-24.634866159634100,15.253880814707100,13.7060679611121,2.040616460696260,-1.0850548180410400,76.00909384316080,-6.3194477104014100,-2.6368914822686400,0.45456575989685300,,,,,,,,,,,,-9.152856860368250,8.804657227639780,-2.224005920557280,50.00000000000000,5.500677195139430,10.786777444521400,-122.52780544810800,-4.338431958543780,-13.654776171518800,28.423591965319700,-19.038738333516400,KCL Merchants 2025,KCL GroundSloths 2025,,,,d17febe0-201c-4034-8f55-ed2fb9efbf08,f681cca9-27b5-4548-9679-1981feec36d9,84.90025011055380,5.65139049382574,2.649833039881670,-1.668560597652820,-5.308178757499870,76.19815330733890,2.041481695537920,-1.0904148674758300,-6.304775174954480,-2.71920450052989,0.45438114390024700,14.487636669601800,13.960364997688700,-19.6905084011086,83.91163831118080,1652.2805872856400,-591.2933172651,94.15263739395840,-0.6270688345934490,-0.33693929301311500,-0.7023222832186340,,,,,,,,,,,,,,,,,0.9973507298220310,0,,,medium,high,14.479525519937400,-60.53136672392480,54.667001749344000,Drew Wichtowski,,Kcl groundsloths 2025,2022-11
